"cell","mean_prob"
2,0.595548148148148
15,0.459315
17,0.07475
24,0.141614285714286
25,0.36014
37,0.569512
43,0.647087878787879
45,0.471280952380952
46,0.36338
60,0.15395
64,0.1418
65,0.362786666666667
66,0.200972727272727
67,0.5442125
72,0.632203225806452
86,0.1288
87,0.545804347826087
98,0.637175757575758
99,0.135075
101,0.127666666666667
103,0.130633333333333
104,0.141757142857143
109,0.1429
118,0.152783333333333
119,0.506026086956522
120,0.36182
128,0.363533333333333
132,0.556524
133,0.581464
134,0.596818518518519
137,0.1416
141,0.0756
145,0.510021739130435
148,0.552645833333333
156,0.472857142857143
175,0.597037037037037
181,0.594851851851852
186,0.64319696969697
190,0.46133
191,0.596122222222222
207,0.128822222222222
215,0.517752173913044
216,0.128333333333333
217,0.438265
218,0.5054
220,0.288669230769231
225,0.517995833333333
226,0.364153333333333
235,0.075925
239,0.550729166666667
241,0.202118181818182
244,0.1399
246,0.624122222222222
248,0.360533333333333
249,0.596192592592593
270,0.651766666666667
275,0.6246
280,0.2004
284,0.126955555555556
285,0.3619
291,0.333393333333333
294,0.141928571428571
295,0.1427
296,0.333513333333333
305,0.228733333333333
306,0.361766666666667
307,0.46109
308,0.501818181818182
311,0.503018181818182
317,0.1311625
318,0.594733333333333
324,0.51765
330,0.16978
332,0.586669230769231
344,0.55984
349,0.074825
366,0.646151515151515
368,0.558152
370,0.648845454545455
371,0.595155555555556
372,0.230541666666667
373,0.26795
374,0.624055555555556
376,0.564316
380,0.1402
381,0.142585714285714
383,0.4023375
385,0.15345
386,0.0751
397,0.524570833333333
398,0.331873333333333
399,0.3625
409,0.331246666666667
412,0.595174074074074
417,0.142257142857143
424,0.128355555555556
425,0.594866666666667
426,0.152416666666667
427,0.362526666666667
428,0.471395238095238
431,0.363273333333333
432,0.363453333333333
433,0.589248148148148
436,0.5189875
447,0.332913333333333
449,0.595755555555556
454,0.646593939393939
459,0.59032962962963
461,0.647881818181818
463,0.462095
464,0.1696
468,0.330333333333333
469,0.202418181818182
472,0.078075
473,0.0741
474,0.1414
478,0.078575
479,0.126544444444444
489,0.647627272727273
